entity:ID,name,:LABEL
e0,余弦,my_entity
e1,距离,my_entity
e2,实半轴长,my_entity
e3,二次根式,my_entity
e4,实矩阵,my_entity
e5,原点,my_entity
e6,同类项,my_entity
e7,四次方程,my_entity
e8,前n项和,my_entity
e9,斜二测画法,my_entity
e10,斜截式,my_entity
e11,幂集,my_entity
e12,自变量,my_entity
e13,补角,my_entity
e14,并集,my_entity
e15,两点间距离,my_entity
e16,长度,my_entity
e17,结合律,my_entity
e18,锐角三角形函数,my_entity
e19,导函数,my_entity
e20,负指数,my_entity
e21,向量共线定理,my_entity
e22,标准型,my_entity
e23,错位相减法,my_entity
e24,正多边形,my_entity
e25,圆锥曲线,my_entity
e26,对称,my_entity
e27,函数的自变量,my_entity
e28,顶点,my_entity
e29,统计,my_entity
e30,内接三角形,my_entity
e31,同位角,my_entity
e32,判别式,my_entity
e33,第二象限,my_entity
e34,平方根,my_entity
e35,位移,my_entity
e36,共轴圆系,my_entity
e37,反比例,my_entity
e38,末项,my_entity
e39,平面,my_entity
e40,自然数,my_entity
e41,正方形,my_entity
e42,双曲线,my_entity
e43,分类讨论,my_entity
e44,三角换元,my_entity
e45,线面垂直,my_entity
e46,虚轴,my_entity
e47,梯形,my_entity
e48,0角,my_entity
e49,外切三角形,my_entity
e50,质因数,my_entity
e51,余割,my_entity
e52,三视图,my_entity
e53,同解,my_entity
e54,光滑曲线,my_entity
e55,倾斜角,my_entity
e56,期望,my_entity
e57,中点,my_entity
e58,切线,my_entity
e59,逆定理,my_entity
e60,平方和,my_entity
e61,垂线,my_entity
e62,斜截式方程,my_entity
e63,旋转,my_entity
e64,离差,my_entity
e65,重合,my_entity
e66,逆否命题,my_entity
e67,配方,my_entity
e68,组合,my_entity
e69,分离参数,my_entity
e70,内切,my_entity
e71,素因数,my_entity
e72,通径,my_entity
e73,基本不等式,my_entity
e74,平行向量,my_entity
e75,因式分解,my_entity
e76,速度,my_entity
e77,提公因式法,my_entity
e78,焦点,my_entity
e79,事件,my_entity
e80,准线,my_entity
e81,否定,my_entity
e82,总体容量,my_entity
e83,换元法,my_entity
e84,位似图形,my_entity
e85,空集,my_entity
e86,弧微分,my_entity
e87,输入框,my_entity
e88,平方数,my_entity
e89,周期函数,my_entity
e90,等腰梯形判定定理,my_entity
e91,解析式,my_entity
e92,全称命题,my_entity
e93,直接法,my_entity
e94,二项式定理,my_entity
e95,独立事件,my_entity
e96,周期性,my_entity
e97,近似值,my_entity
e98,圆周,my_entity
e99,公因式,my_entity
e100,等边三角形,my_entity
e101,内心定理,my_entity
e102,期望值,my_entity
e103,韦恩图法,my_entity
e104,正方向,my_entity
e105,菱形,my_entity
e106,外非负,my_entity
e107,球体,my_entity
e108,对称点,my_entity
e109,圆系,my_entity
e110,弦切角,my_entity
e111,代换法,my_entity
e112,定义,my_entity
e113,互否命题,my_entity
e114,余数,my_entity
e115,加减消元法,my_entity
e116,百分比,my_entity
e117,垂直平分线,my_entity
e118,非奇非偶函数,my_entity
e119,负实数,my_entity
e120,超越数,my_entity
e121,常数项,my_entity
e122,样本平均数,my_entity
e123,超越函数,my_entity
e124,单调性法,my_entity
e125,直角三角形,my_entity
e126,参考平面,my_entity
e127,质因子,my_entity
e128,内角,my_entity
e129,原函数,my_entity
e130,概率论,my_entity
e131,导数,my_entity
e132,公因数,my_entity
e133,斜线,my_entity
e134,几何定理,my_entity
e135,线段,my_entity
e136,恒等式,my_entity
e137,除法,my_entity
e138,混合运算,my_entity
e139,标准内积,my_entity
e140,解集,my_entity
e141,垂足,my_entity
e142,任意角,my_entity
e143,分母有理化,my_entity
e144,线面平行,my_entity
e145,完全平方公式,my_entity
e146,曲面,my_entity
e147,加减,my_entity
e148,下底面,my_entity
e149,抽样方法,my_entity
e150,斜边中线定理,my_entity
e151,一次方程,my_entity
e152,逆时针方向,my_entity
e153,对角线,my_entity
e154,圆锥,my_entity
e155,描述法,my_entity
e156,频数分布,my_entity
e157,相似三角形,my_entity
e158,逆运算,my_entity
e159,矩阵,my_entity
e160,棱,my_entity
e161,端点,my_entity
e162,合数,my_entity
e163,有限性,my_entity
e164,中线,my_entity
e165,切割线定理,my_entity
e166,相反向量,my_entity
e167,区间,my_entity
e168,复变函数,my_entity
e169,圆形,my_entity
e170,函数解析式,my_entity
e171,立体几何,my_entity
e172,等弧,my_entity
e173,商,my_entity
e174,真子集,my_entity
e175,共线,my_entity
e176,对应法则,my_entity
e177,指数幂,my_entity
e178,直角三角函数,my_entity
e179,指数,my_entity
e180,法线,my_entity
e181,象限角,my_entity
e182,减法,my_entity
e183,频数,my_entity
e184,零次多项式,my_entity
e185,勾股定理的逆定理,my_entity
e186,弦切角定理,my_entity
e187,输出框,my_entity
e188,优角,my_entity
e189,辗转相除法,my_entity
e190,整数解,my_entity
e191,分层抽样,my_entity
e192,配方法,my_entity
e193,夹角,my_entity
e194,单射函数,my_entity
e195,小扇形,my_entity
e196,分式不等式,my_entity
e197,二元一次方程组,my_entity
e198,余弦定理,my_entity
e199,向量空间,my_entity
e200,加法,my_entity
e201,系数,my_entity
e202,裂项相消法,my_entity
e203,等价转化,my_entity
e204,有理方程,my_entity
e205,依存关系,my_entity
e206,非零自然数,my_entity
e207,旋转轴,my_entity
e208,求和方法,my_entity
e209,流程线,my_entity
e210,阴性素数定理,my_entity
e211,方位角,my_entity
e212,初等数学,my_entity
e213,平面向量,my_entity
e214,圆周角,my_entity
e215,概率密度函数,my_entity
e216,增广矩阵,my_entity
e217,可微,my_entity
e218,百分率,my_entity
e219,根号,my_entity
e220,线线平行,my_entity
e221,分解,my_entity
e222,映射,my_entity
e223,区间算术,my_entity
e224,行向量,my_entity
e225,全距,my_entity
e226,未知数,my_entity
e227,空间向量基本定理,my_entity
e228,直到型循环结构,my_entity
e229,渐近线,my_entity
e230,因数,my_entity
e231,有界,my_entity
e232,二维直角坐标系,my_entity
e233,乘法,my_entity
e234,范围,my_entity
e235,算术,my_entity
e236,无限,my_entity
e237,递减函数,my_entity
e238,导数法,my_entity
e239,递增函数,my_entity
e240,有穷数列,my_entity
e241,有理化,my_entity
e242,阳性素数定理,my_entity
e243,合成数,my_entity
e244,不按比例分层抽样,my_entity
e245,勾股数,my_entity
e246,真值表,my_entity
e247,三角矩阵,my_entity
e248,共轭复根,my_entity
e249,减数,my_entity
e250,古典概率论,my_entity
e251,互质,my_entity
e252,直角坐标系,my_entity
e253,指数函数,my_entity
e254,斜边长,my_entity
e255,样本方差,my_entity
e256,平方差公式,my_entity
e257,正弦,my_entity
e258,五角星,my_entity
e259,收敛性,my_entity
e260,单位,my_entity
e261,机械抽样,my_entity
e262,速率,my_entity
e263,角平分线,my_entity
e264,同圆,my_entity
e265,单调性,my_entity
e266,扇形面积,my_entity
e267,斜面,my_entity
e268,半角公式,my_entity
e269,三角函数表,my_entity
e270,侧视图,my_entity
e271,直角,my_entity
e272,第一象限,my_entity
e273,普通方程,my_entity
e274,有理数,my_entity
e275,数乘运算,my_entity
e276,纯循环小数,my_entity
e277,周长,my_entity
e278,比例,my_entity
e279,因式定理,my_entity
e280,列举法,my_entity
e281,方形矩阵,my_entity
e282,顺序结构,my_entity
e283,垂心,my_entity
e284,周界,my_entity
e285,正切,my_entity
e286,个体,my_entity
e287,实数域,my_entity
e288,相反数,my_entity
e289,增函数,my_entity
e290,正态分布,my_entity
e291,离散程度,my_entity
e292,实部,my_entity
e293,大扇形,my_entity
e294,上底,my_entity
e295,点向式,my_entity
e296,平行线,my_entity
e297,几何平均数,my_entity
e298,求根公式,my_entity
e299,垂线段,my_entity
e300,中位数,my_entity
e301,二次三项式,my_entity
e302,循环结构,my_entity
e303,内切圆,my_entity
e304,同心圆,my_entity
e305,母函数,my_entity
e306,概率统计,my_entity
e307,平均数,my_entity
e308,侧棱,my_entity
e309,程序框,my_entity
e310,正弦型函数,my_entity
e311,同底对数,my_entity
e312,原象,my_entity
e313,约束条件,my_entity
e314,外接圆,my_entity
e315,曲率,my_entity
e316,乘方,my_entity
e317,单位圆,my_entity
e318,最值,my_entity
e319,六边形,my_entity
e320,可能性,my_entity
e321,二项分布,my_entity
